Gene stable ID	Gene % GC content	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	NCBI gene ID	Transcript length (including UTRs and CDS)	Transcript support level (TSL)
ENSG00000101337	47.45	20	32109506	32167258	TM9SF4	9777	566	tsl2
ENSG00000224400	40.45	2	16354256	16432702	AC010880.1		317	tsl3
ENSG00000224400	40.45	2	16354256	16432702	AC010880.1		432	tsl3
ENSG00000160194	46.83	21	42879644	42913304	NDUFV3	4731	2029	tsl2
ENSG00000160194	46.83	21	42879644	42913304	NDUFV3	4731	1575	tsl1
ENSG00000160194	46.83	21	42879644	42913304	NDUFV3	4731	4676	tsl1
ENSG00000160194	46.83	21	42879644	42913304	NDUFV3	4731	811	tsl2
ENSG00000267480	46.22	18	12031178	12032181	AP001542.3		527	tsl5
ENSG00000253398	39.19	8	119419910	119462350	AC021733.1		325	tsl3
ENSG00000106571	41.72	7	41960950	42237870	GLI3	2737	8208	tsl5
ENSG00000106571	41.72	7	41960950	42237870	GLI3	2737	4968	tsl2
ENSG00000106571	41.72	7	41960950	42237870	GLI3	2737	553	tsl4
ENSG00000106571	41.72	7	41960950	42237870	GLI3	2737	653	tsl3
ENSG00000106571	41.72	7	41960950	42237870	GLI3	2737	451	tsl2
ENSG00000106571	41.72	7	41960950	42237870	GLI3	2737	583	tsl4
ENSG00000253508	55.85	7	27186573	27193448	AC004080.2		556	tsl4
ENSG00000134339	43.36	11	18239223	18248643	SAA2	6289	1022	tsl1
ENSG00000134339	43.36	11	18239223	18248643	SAA2	6289	323	tsl3
ENSG00000134339	43.36	11	18239223	18248643	SAA2	6289	948	tsl2
ENSG00000134339	43.36	11	18239223	18248643	SAA2	6289	563	tsl1
ENSG00000134339	43.36	11	18239223	18248643	SAA2	6289	610	tsl2
ENSG00000134339	43.36	11	18239223	18248643	SAA2	6289	687	tsl2
ENSG00000120659	41.03	13	42562736	42608013	TNFSF11	8600	1520	tsl1
ENSG00000120659	41.03	13	42562736	42608013	TNFSF11	8600	2199	tsl1
ENSG00000120659	41.03	13	42562736	42608013	TNFSF11	8600	2135	tsl5
ENSG00000120659	41.03	13	42562736	42608013	TNFSF11	8600	818	tsl1
ENSG00000120659	41.03	13	42562736	42608013	TNFSF11	8600	911	tsl5
ENSG00000198105	39.14	10	37776526	37858106	ZNF248	57209	518	tsl5
ENSG00000198105	39.14	10	37776526	37858106	ZNF248	57209	1705	tsl1
ENSG00000198105	39.14	10	37776526	37858106	ZNF248	57209	5141	tsl1
ENSG00000198105	39.14	10	37776526	37858106	ZNF248	57209	802	tsl5
ENSG00000198105	39.14	10	37776526	37858106	ZNF248	57209	1286	tsl1
ENSG00000198105	39.14	10	37776526	37858106	ZNF248	57209	698	tsl3
ENSG00000198105	39.14	10	37776526	37858106	ZNF248	57209	436	tsl3
ENSG00000198105	39.14	10	37776526	37858106	ZNF248	57209	4795	tsl2
ENSG00000198105	39.14	10	37776526	37858106	ZNF248	57209	4204	tsl1
ENSG00000256626	37.73	12	10040848	10045711	AC024224.1		609	tslNA
ENSG00000234267	38.62	13	96941281	96984172	TULP3P1		816	tsl3 (assigned to previous version 1)
ENSG00000234267	38.62	13	96941281	96984172	TULP3P1		586	tsl4
ENSG00000234267	38.62	13	96941281	96984172	TULP3P1		1291	tslNA
ENSG00000233977	55.98	7	55592074	55593193	AC099681.3		939	tsl4
ENSG00000072657	36.14	12	72087266	72670757	TRHDE	29953	590	tsl4
ENSG00000072657	36.14	12	72087266	72670757	TRHDE	29953	10733	tsl1
ENSG00000072657	36.14	12	72087266	72670757	TRHDE	29953	582	tsl3
ENSG00000072657	36.14	12	72087266	72670757	TRHDE	29953	574	tsl4
ENSG00000072657	36.14	12	72087266	72670757	TRHDE	29953	812	tsl5
ENSG00000072657	36.14	12	72087266	72670757	TRHDE	29953	762	tsl3
ENSG00000072657	36.14	12	72087266	72670757	TRHDE	29953	589	tsl3
ENSG00000231394	56.99	7	55593777	55595006	AC099681.2		543	tsl4
ENSG00000261427	46.79	16	19114002	19173578	AC099518.3		809	tsl4
ENSG00000261427	46.79	16	19114002	19173578	AC099518.3		365	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	6901	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	6975	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	7300	tsl1
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	6888	tsl1
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2730	tsl1
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2576	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	3182	tsl2
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2614	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2622	tsl1
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2372	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2579	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2620	tsl1
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2450	tsl1
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2553	tsl1
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1580	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	979	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1736	tsl1
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	4392	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2844	tsl2
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1417	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1375	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1587	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1723	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1203	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1161	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	3587	tsl2
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1485	tsl1
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	6173	tsl2
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1525	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1521	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1473	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1797	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1267	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2423	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1718	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2133	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	846	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1911	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1483	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1923	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	781	tsl2
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2221	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2367	tsl1
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1988	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2060	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2734	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1248	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1736	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2390	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1505	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1863	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	785	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1531	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1507	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2254	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	964	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2580	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1395	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1369	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2584	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2037	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	627	tsl3
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1958	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1597	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2525	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1557	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	2608	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1298	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1202	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	650	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	540	tsl4
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	848	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	676	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	1084	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	487	tsl3
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	524	tsl3
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	875	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	649	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	417	tslNA
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	412	tsl4
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	532	tsl5
ENSG00000007372	49.72	11	31784779	31818062	PAX6	5080	368	tsl5
ENSG00000234844	44.46	7	55638274	55638842	CDC42P2		569	tslNA
ENSG00000161179	67.56	22	21628089	21630064	YDJC	150223	1613	tsl1
ENSG00000161179	67.56	22	21628089	21630064	YDJC	150223	1423	tsl1
ENSG00000161179	67.56	22	21628089	21630064	YDJC	150223	1351	tsl2
ENSG00000161179	67.56	22	21628089	21630064	YDJC	150223	1410	tsl1
ENSG00000161179	67.56	22	21628089	21630064	YDJC	150223	1494	tsl5
ENSG00000161179	67.56	22	21628089	21630064	YDJC	150223	1388	tsl5
ENSG00000161179	67.56	22	21628089	21630064	YDJC	150223	1066	tsl1
ENSG00000196620	34.93	4	68646630	68670628	UGT2B15	7366	2077	tsl1
ENSG00000272329	48.31	13	96948018	96949584	AL353581.1		1224	tsl1
ENSG00000272329	48.31	13	96948018	96949584	AL353581.1		1265	tslNA
ENSG00000278522	36.96	15	21408243	21440451	POTEB3	102723502	2855	tsl5
ENSG00000278522	36.96	15	21408243	21440451	POTEB3	102723502	1813	tsl1
ENSG00000278522	36.96	15	21408243	21440451	POTEB3	102723502	1989	tsl1
ENSG00000278522	36.96	15	21408243	21440451	POTEB3	102724631	2855	tsl5
ENSG00000278522	36.96	15	21408243	21440451	POTEB3	102724631	1813	tsl1
ENSG00000278522	36.96	15	21408243	21440451	POTEB3	102724631	1989	tsl1
ENSG00000261759	43.17	16	19119976	19121629	AC099518.5		1137	tsl3
ENSG00000180730	46.92	13	26044597	26051031	SHISA2	387914	2860	tsl1
ENSG00000103528	45.90	16	19167971	19268334	SYT17	51760	580	tsl3
ENSG00000103528	45.90	16	19167971	19268334	SYT17	51760	551	tsl4
ENSG00000103528	45.90	16	19167971	19268334	SYT17	51760	3081	tsl1
ENSG00000103528	45.90	16	19167971	19268334	SYT17	51760	1721	tsl5
ENSG00000103528	45.90	16	19167971	19268334	SYT17	51760	5092	tsl1
ENSG00000103528	45.90	16	19167971	19268334	SYT17	51760	1702	tsl2
ENSG00000103528	45.90	16	19167971	19268334	SYT17	51760	869	tsl2
ENSG00000103528	45.90	16	19167971	19268334	SYT17	51760	531	tsl3
ENSG00000103528	45.90	16	19167971	19268334	SYT17	51760	812	tsl3
ENSG00000223508	43.70	8	213186	232231	RPL23AP53		736	tsl2
ENSG00000223508	43.70	8	213186	232231	RPL23AP53		457	tslNA
ENSG00000223508	43.70	8	213186	232231	RPL23AP53		370	tsl3
ENSG00000137204	53.71	6	43295694	43305538	SLC22A7	10864	696	tsl3
ENSG00000137204	53.71	6	43295694	43305538	SLC22A7	10864	847	tsl5
ENSG00000137204	53.71	6	43295694	43305538	SLC22A7	10864	846	tsl3
ENSG00000137204	53.71	6	43295694	43305538	SLC22A7	10864	933	tsl5
ENSG00000137204	53.71	6	43295694	43305538	SLC22A7	10864	1339	tsl1
ENSG00000137204	53.71	6	43295694	43305538	SLC22A7	10864	2549	tsl2
ENSG00000137204	53.71	6	43295694	43305538	SLC22A7	10864	2555	tsl5
ENSG00000137204	53.71	6	43295694	43305538	SLC22A7	10864	1822	tsl1
ENSG00000137204	53.71	6	43295694	43305538	SLC22A7	10864	658	tsl5
ENSG00000231393	50.50	9	35642514	35643517	AL357874.2		679	tsl3
ENSG00000137101	47.02	9	35609533	35646810	CD72	971	2035	tsl5
ENSG00000137101	47.02	9	35609533	35646810	CD72	971	1799	tsl1
ENSG00000137101	47.02	9	35609533	35646810	CD72	971	796	tsl3
ENSG00000137101	47.02	9	35609533	35646810	CD72	971	690	tsl3
ENSG00000137101	47.02	9	35609533	35646810	CD72	971	849	tsl1
ENSG00000137101	47.02	9	35609533	35646810	CD72	971	937	tsl5
ENSG00000137101	47.02	9	35609533	35646810	CD72	971	675	tsl3
ENSG00000137101	47.02	9	35609533	35646810	CD72	971	567	tsl1
ENSG00000137101	47.02	9	35609533	35646810	CD72	971	585	tsl3
ENSG00000137101	47.02	9	35609533	35646810	CD72	971	1548	tsl1
ENSG00000137101	47.02	9	35609533	35646810	CD72	971	1424	tsl5
ENSG00000254104	49.44	8	264315	264672	AC136777.2		358	tslNA
ENSG00000282091	46.96	CHR_HSCHR16_1_CTG1	14987680	15002408	AC243651.1	100505915	2598	tsl2
ENSG00000272240	43.81	8	234347	234887	AC004908.1		541	tslNA
ENSG00000172748	40.95	8	232137	264703	ZNF596	169270	643	tsl4
ENSG00000172748	40.95	8	232137	264703	ZNF596	169270	2414	tsl5
ENSG00000172748	40.95	8	232137	264703	ZNF596	169270	2783	tsl1
ENSG00000172748	40.95	8	232137	264703	ZNF596	169270	1163	tsl5
ENSG00000172748	40.95	8	232137	264703	ZNF596	169270	1006	tsl2
ENSG00000172748	40.95	8	232137	264703	ZNF596	169270	714	tsl3
ENSG00000172748	40.95	8	232137	264703	ZNF596	169270	564	tsl4
ENSG00000172748	40.95	8	232137	264703	ZNF596	169270	581	tsl4
ENSG00000172748	40.95	8	232137	264703	ZNF596	169270	522	tsl4
ENSG00000172748	40.95	8	232137	264703	ZNF596	169270	562	tsl5
ENSG00000172748	40.95	8	232137	264703	ZNF596	169270	520	tsl4
ENSG00000172748	40.95	8	232137	264703	ZNF596	169270	2696	tsl4
ENSG00000172748	40.95	8	232137	264703	ZNF596	169270	2863	tsl5
ENSG00000235944	48.41	7	5823160	5854365	ZNF815P		1352	tsl2
ENSG00000235944	48.41	7	5823160	5854365	ZNF815P		566	tsl4
ENSG00000235944	48.41	7	5823160	5854365	ZNF815P		1737	tslNA (assigned to previous version 5)
ENSG00000235944	48.41	7	5823160	5854365	ZNF815P		582	tsl4
ENSG00000235944	48.41	7	5823160	5854365	ZNF815P		805	tsl5
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	1894	tsl2
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	564	tsl4
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	584	tsl4
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	571	tsl4
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	1004	tsl3
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	2917	tsl5
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	532	tsl4
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	812	tsl2
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	678	tsl2
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	897	tsl3
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	592	tsl4
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	2579	tsl1
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	1951	tsl2
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	2493	tsl1
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	606	tsl4
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	555	tsl4
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	1024	tsl3
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	808	tsl5
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	617	tsl4
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	1072	tsl5
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	1105	tsl1
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	934	tsl5
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	582	tsl3
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	541	tsl4
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	861	tsl2
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	553	tsl4
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	644	tsl2
ENSG00000130299	56.97	19	17334920	17342735	GTPBP3	84705	564	tsl2
ENSG00000114270	60.13	3	48564073	48595267	COL7A1	1294	651	tsl2
ENSG00000114270	60.13	3	48564073	48595267	COL7A1	1294	587	tsl2
ENSG00000114270	60.13	3	48564073	48595267	COL7A1	1294	5807	tsl5
ENSG00000114270	60.13	3	48564073	48595267	COL7A1	1294	9276	tsl1
ENSG00000114270	60.13	3	48564073	48595267	COL7A1	1294	778	tsl2
ENSG00000114270	60.13	3	48564073	48595267	COL7A1	1294	728	tsl3
ENSG00000114270	60.13	3	48564073	48595267	COL7A1	1294	818	tsl5
ENSG00000114270	60.13	3	48564073	48595267	COL7A1	1294	709	tsl5
ENSG00000114270	60.13	3	48564073	48595267	COL7A1	1294	597	tsl5
ENSG00000114270	60.13	3	48564073	48595267	COL7A1	1294	305	tsl3
ENSG00000279345	51.96	22	49805452	49807208	Z98885.3		1757	tslNA
ENSG00000100425	54.00	22	49773283	49827512	BRD1	23774	3051	tsl2
ENSG00000100425	54.00	22	49773283	49827512	BRD1	23774	4614	tsl1
ENSG00000100425	54.00	22	49773283	49827512	BRD1	23774	4312	tsl1
ENSG00000100425	54.00	22	49773283	49827512	BRD1	23774	4550	tsl2
ENSG00000100425	54.00	22	49773283	49827512	BRD1	23774	551	tsl4
ENSG00000100425	54.00	22	49773283	49827512	BRD1	23774	523	tsl5
ENSG00000100425	54.00	22	49773283	49827512	BRD1	23774	409	tsl4
ENSG00000100425	54.00	22	49773283	49827512	BRD1	23774	4997	tsl5
ENSG00000241738	37.72	3	101357292	101359242	ZNF90P1		1951	tslNA
ENSG00000282978	43.09	3	101457241	101457732	AC110994.2		492	tslNA
ENSG00000188257	52.09	1	19975431	19980416	PLA2G2A	5320	871	tsl3
ENSG00000188257	52.09	1	19975431	19980416	PLA2G2A	5320	1306	tsl5
ENSG00000188257	52.09	1	19975431	19980416	PLA2G2A	5320	970	tsl1
ENSG00000188257	52.09	1	19975431	19980416	PLA2G2A	5320	903	tsl3
ENSG00000188257	52.09	1	19975431	19980416	PLA2G2A	5320	735	tsl1
ENSG00000188257	52.09	1	19975431	19980416	PLA2G2A	5320	573	tsl3
ENSG00000188257	52.09	1	19975431	19980416	PLA2G2A	5320	974	tsl1
ENSG00000138468	37.56	3	101324205	101513241	SENP7	57337	4945	tsl1
ENSG00000138468	37.56	3	101324205	101513241	SENP7	57337	4434	tsl1
ENSG00000138468	37.56	3	101324205	101513241	SENP7	57337	4703	tsl1
ENSG00000138468	37.56	3	101324205	101513241	SENP7	57337	4736	tsl1
ENSG00000138468	37.56	3	101324205	101513241	SENP7	57337	1483	tsl1
ENSG00000138468	37.56	3	101324205	101513241	SENP7	57337	3272	tsl1
ENSG00000138468	37.56	3	101324205	101513241	SENP7	57337	834	tsl3
ENSG00000138468	37.56	3	101324205	101513241	SENP7	57337	435	tsl5
ENSG00000267281	42.98	12	53506688	53625979	AC023509.3		1406	tsl1
ENSG00000267281	42.98	12	53506688	53625979	AC023509.3		1609	tsl5
ENSG00000185313	42.48	3	38696802	38794010	SCN10A	6336	6418	tsl1
ENSG00000275488	45.86	12	53574632	53576103	AC023509.5		807	tslNA
ENSG00000170653	42.93	12	53507856	53626410	ATF7	11016	1892	tsl2
ENSG00000170653	42.93	12	53507856	53626410	ATF7	11016	6680	tsl1
ENSG00000170653	42.93	12	53507856	53626410	ATF7	11016	5218	tsl5
ENSG00000170653	42.93	12	53507856	53626410	ATF7	11016	576	tsl4
ENSG00000170653	42.93	12	53507856	53626410	ATF7	11016	1125	tsl1
ENSG00000170653	42.93	12	53507856	53626410	ATF7	11016	531	tsl4
ENSG00000170653	42.93	12	53507856	53626410	ATF7	11016	473	tsl5
ENSG00000170653	42.93	12	53507856	53626410	ATF7	11016	531	tsl5
ENSG00000170653	42.93	12	53507856	53626410	ATF7	11016	774	tsl1
ENSG00000170653	42.93	12	53507856	53626410	ATF7	11016	860	tsl1
ENSG00000170653	42.93	12	53507856	53626410	ATF7	11016	470	tsl5
ENSG00000170653	42.93	12	53507856	53626410	ATF7	11016	379	tsl3
ENSG00000111678	52.58	12	6942978	6946003	C12orf57	113246	979	tsl2
ENSG00000111678	52.58	12	6942978	6946003	C12orf57	113246	640	tsl2
ENSG00000111678	52.58	12	6942978	6946003	C12orf57	113246	556	tsl3
ENSG00000111678	52.58	12	6942978	6946003	C12orf57	113246	980	tsl2
ENSG00000111678	52.58	12	6942978	6946003	C12orf57	113246	662	tsl2
ENSG00000111678	52.58	12	6942978	6946003	C12orf57	113246	560	tsl1
ENSG00000111678	52.58	12	6942978	6946003	C12orf57	113246	551	tsl2
ENSG00000228850	40.79	Y	22064698	22065712	CDY12P		1015	tslNA
ENSG00000179428	49.01	7	22725395	22727620	AC073072.1	541472	1364	tsl1
ENSG00000266613	44.58	18	8412129	8414304	AP001094.4		2176	tslNA
ENSG00000232029	39.46	Y	22068820	22069151	ELOCP15		332	tslNA
ENSG00000280215	25.23	8	21129990	21130100	AC021613.1		111	tslNA
ENSG00000262481	53.68	17	7389734	7404097	TMEM256-PLSCR3		2557	tsl2
ENSG00000262481	53.68	17	7389734	7404097	TMEM256-PLSCR3		1526	tsl2
ENSG00000262481	53.68	17	7389734	7404097	TMEM256-PLSCR3		951	tsl5
ENSG00000262481	53.68	17	7389734	7404097	TMEM256-PLSCR3		562	tsl3
ENSG00000229442	44.61	18	8486997	8513849	THEMIS3P		1586	tslNA
ENSG00000225212	54.02	18	8545635	8546817	AP001793.1		839	tslNA
ENSG00000243766	54.68	7	27198575	27207259	HOTTIP		781	tsl5
ENSG00000243766	54.68	7	27198575	27207259	HOTTIP		1166	tsl2
ENSG00000243766	54.68	7	27198575	27207259	HOTTIP		1286	tsl2
ENSG00000243766	54.68	7	27198575	27207259	HOTTIP		2285	tsl2
ENSG00000243766	54.68	7	27198575	27207259	HOTTIP		3345	tsl5
ENSG00000254334	35.01	8	21298206	21309449	AC021355.1	101929172	607	tsl4
ENSG00000254334	35.01	8	21298206	21309449	AC021355.1	101929172	1633	tsl2
ENSG00000068781	40.98	2	48529925	48776517	STON1-GTF2A1L	286749	3821	tsl5
ENSG00000068781	40.98	2	48529925	48776517	STON1-GTF2A1L	286749	3790	tsl2
ENSG00000068781	40.98	2	48529925	48776517	STON1-GTF2A1L	286749	3824	tsl1
ENSG00000068781	40.98	2	48529925	48776517	STON1-GTF2A1L	286749	3534	tsl2
ENSG00000068781	40.98	2	48529925	48776517	STON1-GTF2A1L	286749	370	tsl5
ENSG00000068781	40.98	2	48529925	48776517	STON1-GTF2A1L	286749	315	tsl3
ENSG00000231013	53.00	2	119476448	119487346	AC013275.1	107105282	2019	tsl1
ENSG00000231013	53.00	2	119476448	119487346	AC013275.1	107105282	501	tsl3
ENSG00000169807	41.48	Y	22071756	22096007	PRY2	442862	1238	tsl1
ENSG00000169807	41.48	Y	22071756	22096007	PRY2	442862	1353	tsl1
ENSG00000261401	47.04	15	28332237	28336609	AC091304.3		716	tslNA
ENSG00000261561	59.49	15	28346490	28346647	AC091304.5		158	tslNA
ENSG00000237850	51.63	15	28349051	28358080	AC091304.1		3034	tslNA
ENSG00000237850	51.63	15	28349051	28358080	AC091304.1		3100	tsl5
ENSG00000255839	50.45	12	123707602	123708386	AC117503.2		321	tsl3
ENSG00000106031	45.38	7	27193503	27200106	HOXA13	3209	871	tsl2
ENSG00000106031	45.38	7	27193503	27200106	HOXA13	3209	5030	tsl1
ENSG00000160233	61.26	21	44455486	44462196	LRRC3	81543	5869	tsl1
ENSG00000080293	46.84	2	119439843	119525301	SCTR	6344	1865	tsl1
ENSG00000080293	46.84	2	119439843	119525301	SCTR	6344	519	tsl2
ENSG00000080293	46.84	2	119439843	119525301	SCTR	6344	2275	tsl2
ENSG00000080293	46.84	2	119439843	119525301	SCTR	6344	920	tsl5
ENSG00000080293	46.84	2	119439843	119525301	SCTR	6344	770	tsl5
ENSG00000213721	50.39	7	42113365	42113620	HMGN2P30		256	tslNA
ENSG00000235868	49.11	12	7566369	7567382	GAPDHP31		1014	tslNA
ENSG00000280346	46.11	21	6507017	6507389	FP236240.4		373	tslNA
ENSG00000163508	47.95	3	27715949	27722711	EOMES	8320	3386	tsl1
ENSG00000163508	47.95	3	27715949	27722711	EOMES	8320	2829	tsl1
ENSG00000163508	47.95	3	27715949	27722711	EOMES	8320	2080	tsl2
ENSG00000279226	48.01	21	6520344	6520670	FP236240.3		327	tslNA
ENSG00000278927	60.46	21	6550749	6553955	FP236240.2		1052	tsl2
ENSG00000117118	43.51	1	17018722	17054170	SDHB	6390	1153	tsl1
ENSG00000117118	43.51	1	17018722	17054170	SDHB	6390	636	tsl2
ENSG00000117118	43.51	1	17018722	17054170	SDHB	6390	397	tsl3
ENSG00000117118	43.51	1	17018722	17054170	SDHB	6390	699	tsl5
ENSG00000117118	43.51	1	17018722	17054170	SDHB	6390	649	tsl5
ENSG00000117118	43.51	1	17018722	17054170	SDHB	6390	550	tsl2
ENSG00000117118	43.51	1	17018722	17054170	SDHB	6390	702	tsl3
